   -0.427217     0.903715   -0.0280144
   -0.853049    -0.413147    -0.318775
   -0.299656    -0.112289     0.947416
   -0.427227      0.90371   -0.0280168
   -0.853044    -0.413157    -0.318775
   -0.299656     -0.11229     0.947416
    -0.42723     0.903709   -0.0280169
   -0.853042     -0.41316    -0.318775
   -0.299655    -0.112291     0.947416
   -0.427232     0.903708   -0.0280164
   -0.853042    -0.413161    -0.318775
   -0.299655    -0.112292     0.947416
   -0.427233     0.903708   -0.0280157
   -0.853041    -0.413162    -0.318775
   -0.299654    -0.112292     0.947416
   -0.427234     0.903707   -0.0280149
   -0.853041    -0.413163    -0.318775
   -0.299654    -0.112293     0.947416
   -0.427235     0.903707    -0.028014
   -0.853041    -0.413164    -0.318775
   -0.299653    -0.112295     0.947416
   -0.427237     0.903706   -0.0280131
    -0.85304    -0.413166    -0.318775
   -0.299653    -0.112296     0.947416
   -0.427241     0.903704   -0.0280122
   -0.853038    -0.413169    -0.318775
   -0.299652    -0.112298     0.947416
   -0.427246     0.903702   -0.0280113
   -0.853036    -0.413173    -0.318775
   -0.299651    -0.112301     0.947416
   -0.427253     0.903698   -0.0280103
   -0.853033     -0.41318    -0.318775
    -0.29965    -0.112304     0.947416
   -0.427263     0.903694   -0.0280094
   -0.853028    -0.413189    -0.318775
   -0.299648    -0.112308     0.947416
   -0.427276     0.903687   -0.0280085
   -0.853023    -0.413201    -0.318775
   -0.299646    -0.112313     0.947417
   -0.427291      0.90368   -0.0280076
   -0.853016    -0.413215    -0.318775
   -0.299644    -0.112319     0.947417
   -0.427311     0.903671   -0.0280067
   -0.853007    -0.413233    -0.318775
   -0.299641    -0.112326     0.947417
   -0.427333     0.903661   -0.0280057
   -0.852997    -0.413254    -0.318774
   -0.299637    -0.112334     0.947417
   -0.427358     0.903649   -0.0280048
   -0.852986    -0.413277    -0.318774
   -0.299634    -0.112343     0.947417
   -0.427385     0.903636   -0.0280041
   -0.852974    -0.413303    -0.318774
    -0.29963    -0.112353     0.947417
   -0.427415     0.903622   -0.0280037
    -0.85296    -0.413331    -0.318774
   -0.299625    -0.112363     0.947417
   -0.427447     0.903606   -0.0280036
   -0.852945    -0.413362    -0.318773
   -0.299621    -0.112373     0.947417
   -0.427482      0.90359   -0.0280039
    -0.85293    -0.413394    -0.318773
   -0.299617    -0.112384     0.947417
   -0.427518     0.903573   -0.0280046
   -0.852913    -0.413429    -0.318772
   -0.299612    -0.112395     0.947418
   -0.427557     0.903555   -0.0280054
   -0.852896    -0.413465    -0.318772
   -0.299607    -0.112407     0.947418
   -0.427597     0.903535   -0.0280063
   -0.852877    -0.413504    -0.318771
   -0.299602     -0.11242     0.947418
    -0.42764     0.903515   -0.0280072
   -0.852858    -0.413544    -0.318771
   -0.299596    -0.112433     0.947418
   -0.427685     0.903494   -0.0280079
   -0.852837    -0.413587     -0.31877
   -0.299591    -0.112447     0.947418
   -0.427732     0.903472   -0.0280085
   -0.852816    -0.413632     -0.31877
   -0.299584    -0.112462     0.947418
    -0.42778     0.903449    -0.028009
   -0.852794    -0.413678    -0.318769
   -0.299578    -0.112477     0.947419
   -0.427831     0.903424   -0.0280094
    -0.85277    -0.413726    -0.318768
   -0.299571    -0.112493     0.947419
   -0.427884     0.903399   -0.0280096
   -0.852747    -0.413776    -0.318767
   -0.299564     -0.11251     0.947419
   -0.427939     0.903374   -0.0280098
   -0.852722    -0.413828    -0.318766
   -0.299556    -0.112528     0.947419
   -0.427995     0.903347   -0.0280099
   -0.852696    -0.413881    -0.318766
   -0.299549    -0.112546      0.94742
   -0.428053      0.90332     -0.02801
    -0.85267    -0.413936    -0.318765
   -0.299541    -0.112565      0.94742
   -0.428113     0.903291     -0.02801
   -0.852643    -0.413993    -0.318764
   -0.299532    -0.112584      0.94742
   -0.428174     0.903262     -0.02801
   -0.852615    -0.414051    -0.318763
